Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
52,Scenario,10000,shifted-gamma,0.5,0.1,16,8,199.6382179,58,1,3,0.95,10,0,0,15.8684,1.3996,0.8196,0.1415,251,"[(30, 0.8599), (31, 0.8038), (32, 0.9857), (33, 0.943), (34, 0.8363), (35, 0.9997), (36, 0.9591), (43, 0.9584), (45, 0.9796), (46, 0.661), (47, 0.9684), (48, 0.9584), (49, 0.9695), (50, 0.9164), (52, 0.8951), (53, 0.8003), (54, 0.9364), (55, 0.9299), (56, 0.9802), (57, 0.9387), (58, 0.8728), (59, 0.833)]",0.908436364,0.661,14,0.409090909,5,4,9,22
53,Scenario,10000,shifted-gamma,0.25,0.1,10,8,19.10843992,58,2,4,0.98,10,0,0,3.3551,0.7727,0.4598,0.0972,67,"[(30, 0.9981), (31, 0.8652), (32, 0.9879), (33, 0.9995), (34, 0.9137), (43, 0.9729), (44, 0.9866), (45, 0.9903), (49, 0.8632), (50, 0.9275), (52, 0.9189), (53, 0.9998), (54, 0.9918), (56, 0.9789), (57, 0.999), (58, 0.9501), (59, 0.9897)]",0.960770588,0.8632,8,0.588235294,5,5,10,17
54,Scenario,10000,shifted-gamma,0.1,0.1,10,8,51.62182903,58,1,3,0.95,50,0,0,0.5164,0.1035,0.1017,0.02,30,"[(32, 1.0), (33, 0.9969), (34, 0.9488), (35, 0.9935), (36, 1.0), (43, 1.0), (44, 1.0), (45, 0.9874), (50, 0.9696), (52, 0.996), (53, 1.0), (54, 0.9946), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992925,0.9488,8,1,8,8,16,16
55,Scenario,10000,normal,0.1,0.1,14,8,752.9620402,59,2,4,0.98,100,0,0,0.3938,0.0355,0.0798,0.0068,20,"[(30, 0.9982), (31, 1.0), (32, 0.9996), (33, 1.0), (34, 1.0), (35, 0.9956), (36, 0.9588), (43, 1.0), (44, 0.9989), (45, 1.0), (46, 1.0), (47, 0.9999), (48, 1.0), (49, 1.0), (50, 1.0), (52, 0.9995), (53, 1.0), (54, 0.9822), (55, 0.9837), (56, 0.9999), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.996356522,0.9588,13,0.956521739,13,9,22,23
56,Deterministic ,10000,normal,0.25,0.1,18,8,147.7010272,60,3,6,0.95,0,0,0,2.8228,0.043,0.6648,0.019,75,"[(30, 0.8084), (31, 0.9065), (32, 0.9283), (33, 0.9885), (34, 1.0), (35, 1.0), (36, 0.8605), (37, 0.9999), (38, 1.0), (39, 0.9883), (42, 0.8986), (43, 0.9995), (44, 0.9753000000000001), (45, 0.9167), (46, 0.9735), (47, 0.9897), (48, 0.8645), (49, 0.9596), (50, 0.9073), (51, 0.9912), (52, 0.9063), (53, 1.0), (54, 0.9407), (55, 0.9159), (56, 0.8788), (57, 0.997), (58, 0.9544), (59, 1.0)]",0.948192857,0.8084,18,0.571428571,10,6,16,28
57,Scenario,10000,normal,0.1,0.1,10,8,66.057585,58,2,4,0.95,100,0,0,0.0734,0.0912,0.0218,0.0187,12,"[(32, 1.0), (33, 1.0), (34, 0.9974), (35, 1.0), (36, 1.0), (43, 0.9999), (44, 1.0), (45, 1.0), (50, 0.999), (52, 1.0), (53, 1.0), (54, 0.9985), (56, 0.9998), (57, 0.9938), (58, 0.989), (59, 1.0)]",0.9985875,0.989,8,1,8,8,16,16
58,Deterministic ,10000,normal,0.5,0.1,16,8,95.46831989,60,3,6,0.95,0,0,0,22.3758,0.9708,0.9594,0.3031,153,"[(30, 0.6079), (31, 0.7384), (32, 0.7888999999999999), (33, 0.9129), (34, 1.0), (35, 1.0), (36, 0.8505), (37, 0.999), (38, 0.9998), (39, 0.9664), (43, 0.959), (44, 0.84), (45, 0.777), (46, 0.5587), (47, 0.6299), (48, 0.9874), (49, 0.7355), (50, 0.5614), (51, 0.8403), (52, 0.9129), (53, 0.9981), (54, 0.6455), (55, 0.8628), (56, 0.8271999999999999), (57, 0.9925), (58, 0.8443), (59, 0.9982)]",0.845722222,0.5587,16,0.37037037,4,6,10,27
59,Scenario,10000,shifted-gamma,0.1,0.1,14,8,124.9280601,59,2,4,0.98,10,0,0,1.8476,0.0062,0.4071,0.0015,47,"[(30, 1.0), (31, 0.9349), (32, 0.9995), (33, 1.0), (34, 0.9456), (35, 1.0), (36, 0.9628), (43, 0.9339999999999999), (44, 0.9906), (45, 0.981), (46, 1.0), (47, 1.0), (48, 0.9448), (49, 0.9976), (50, 0.9748), (52, 0.9995), (53, 0.9802), (54, 0.9324), (55, 0.9787), (56, 0.9777), (57, 1.0), (58, 0.9183), (59, 0.9966)]",0.976043478,0.9183,13,0.652173913,9,6,15,23
60,Scenario,10000,normal,0.1,0.1,16,8,548.9592121,59,1,3,0.98,50,0,0,0.3069,0.0655,0.0533,0.0131,35,"[(30, 0.9998), (31, 0.9891), (32, 0.988), (33, 0.9852), (34, 0.9999), (35, 0.9956), (36, 1.0), (43, 1.0), (45, 1.0), (46, 0.9993), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9999), (51, 1.0), (52, 0.9786), (53, 1.0), (54, 1.0), (55, 0.9989), (56, 0.9998), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.997130435,0.9786,15,1,15,8,23,23
61,Deterministic ,10000,normal,0.25,0.1,16,8,107.118778,60,3,6,0.98,0,0,0,3.1201,0.063,0.6997,0.0618,63,"[(30, 0.8271), (31, 0.9065), (32, 0.9283), (33, 0.9885), (34, 1.0), (35, 1.0), (36, 0.9579), (37, 0.9999), (38, 1.0), (39, 0.9883), (43, 0.9949), (44, 0.9753000000000001), (45, 0.9167), (46, 0.745), (47, 0.85), (48, 0.9991), (49, 0.9044), (50, 0.7763), (51, 0.978), (52, 0.981), (53, 1.0), (54, 0.8311999999999999), (55, 0.958), (56, 0.9515), (57, 1.0), (58, 0.9544), (59, 1.0)]",0.941196296,0.745,16,0.518518519,7,7,14,27
62,Deterministic ,10000,shifted-gamma,0.5,0.1,10,8,5.717760086,59,2,4,0.95,0,0,0,32.3713,2.8507,0.9631,0.3218,308,"[(30, 0.5252), (31, 0.7234), (32, 0.7117), (33, 0.8328), (34, 0.9951), (35, 1.0), (36, 0.7587), (43, 0.847), (44, 0.8062), (45, 0.9615), (49, 0.5788), (50, 0.8311999999999999), (52, 0.6226), (53, 0.6125), (54, 0.6967), (55, 0.7263999999999999), (56, 1.0), (57, 0.9575), (58, 0.6254), (59, 0.8311999999999999)]",0.782195,0.5252,9,0.25,2,3,5,20
63,EVT,10000,normal,0.5,0.1,8,8,32.84321904,59,1,3,1.64,0,0.5,0.1,0.4391,0.015,0.2457,0.0087,50,"[(34, 0.9735), (35, 0.9539), (36, 0.9574), (43, 0.9771), (44, 0.9762), (50, 0.9858), (52, 0.9765), (53, 1.0), (54, 0.9731), (56, 0.985), (57, 0.9777), (58, 0.9588), (59, 0.9988)]",0.976446154,0.9539,7,1,7,6,13,13
64,EVT,10000,shifted-gamma,0.1,0.1,16,8,69.01805997,60,3,6,2.05,0,0.1,0.1,0.1369,0,0.1444,0,25,"[(30, 0.9982), (31, 0.9937), (32, 0.9802), (33, 0.9986), (34, 1.0), (35, 1.0), (36, 0.9842), (43, 0.9991), (44, 0.9992), (45, 0.9794), (46, 1.0), (47, 1.0), (48, 0.9908), (49, 0.9746), (50, 0.9859), (51, 0.9994), (52, 0.9689), (53, 0.9986), (54, 0.9813), (55, 0.9874), (56, 0.9952), (57, 1.0), (58, 0.9938), (59, 1.0)]",0.992020833,0.9689,16,0.916666667,14,8,22,24
65,Scenario,10000,normal,0.25,0.1,8,8,59.3016088,58,3,6,0.98,100,0,0,0.2615,0.0523,0.0331,0.0102,55,"[(34, 1.0), (43, 1.0), (44, 0.9763), (50, 0.9925), (52, 1.0), (54, 1.0), (56, 1.0), (57, 1.0), (58, 0.9892), (59, 1.0)]",0.9958,0.9763,6,1,6,4,10,10
66,Scenario,10000,normal,0.25,0.1,12,8,167.470623,58,3,6,0.98,100,0,0,0.8965,0.307,0.1226,0.0465,40,"[(30, 1.0), (31, 0.9932), (32, 0.9711), (33, 0.9988), (34, 1.0), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (45, 0.9988), (47, 1.0), (48, 1.0), (49, 0.9717), (50, 0.9575), (52, 1.0), (53, 1.0), (54, 1.0), (56, 0.9945), (57, 1.0), (58, 0.9928), (59, 1.0)]",0.993080952,0.9575,10,0.857142857,8,10,18,21
67,Scenario,10000,normal,0.25,0.1,8,8,21.21572614,59,1,3,0.95,50,0,0,1.8169,0.3205,0.1828,0.0541,95,"[(32, 0.9841), (33, 0.9836), (34, 0.9997), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 0.9763), (45, 0.9988), (50, 0.9035), (52, 0.9686), (53, 1.0), (54, 1.0), (56, 0.9923), (57, 1.0), (58, 0.9453), (59, 1.0)]",0.9831875,0.9035,7,0.9375,7,8,15,16
68,Scenario,10000,shifted-gamma,0.25,0.1,12,8,32.13599396,59,1,3,0.98,10,0,0,7.0789,0.1122,0.6462,0.0165,124,"[(30, 0.9953), (31, 0.8652), (32, 0.8291), (33, 0.9221), (34, 0.9137), (35, 1.0), (36, 0.9864), (43, 0.9709), (44, 0.9866), (45, 0.9287), (47, 0.9178999999999999), (48, 0.9875), (49, 0.8629), (50, 0.9519), (52, 0.9697), (53, 0.9988), (54, 0.904), (55, 0.9496), (56, 0.9511000000000001), (57, 0.9947), (58, 0.9629), (59, 0.9897)]",0.947213636,0.8291,11,0.363636364,4,4,8,22
69,Scenario,10000,normal,0.1,0.1,10,8,69.22778702,58,1,3,0.98,100,0,0,0.1733,0.1625,0.0282,0.0313,20,"[(32, 0.9953), (33, 1.0), (34, 0.9999), (35, 0.9999), (36, 1.0), (43, 1.0), (44, 0.9989), (45, 0.9953), (50, 0.9929), (52, 0.9948), (53, 1.0), (54, 0.9915), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.99803125,0.9915,8,1,8,8,16,16
70,EVT,10000,normal,0.25,0.1,14,8,89.62026501,59,2,4,1.64,0,0.25,0.1,0.2709,0.0021,0.3239,0.006,35,"[(30, 0.9872), (31, 0.9596), (32, 0.9776), (33, 0.9786), (34, 0.9721), (35, 1.0), (36, 0.9579), (43, 0.9786), (44, 0.9919), (45, 0.9711), (46, 1.0), (47, 1.0), (48, 0.9751), (49, 0.9661), (50, 0.9823), (52, 0.9929), (53, 1.0), (54, 0.9823), (55, 0.9768), (56, 0.9843), (57, 0.9963), (58, 0.9452), (59, 0.9812)]",0.980743478,0.9452,13,1,13,10,23,23
71,Scenario,10000,shifted-gamma,0.1,0.1,8,8,28.80403185,59,1,3,0.95,50,0,0,0.7522,0.079,0.2032,0.0152,30,"[(32, 1.0), (33, 0.9969), (34, 0.9488), (35, 0.9935), (36, 1.0), (43, 0.8843), (44, 1.0), (45, 0.9874), (50, 0.9696), (52, 0.996), (53, 1.0), (54, 0.9946), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.98569375,0.8843,7,0.9375,7,8,15,16
72,Deterministic ,10000,normal,0.25,0.1,8,8,4.041490078,60,2,4,0.95,0,0,0,4.0175,0.0757,0.7805,0.0441,64,"[(30, 0.6965), (31, 0.8165), (34, 1.0), (35, 1.0), (36, 0.8517), (43, 0.95), (44, 0.9438), (47, 0.9339), (48, 1.0), (49, 0.642), (50, 0.9625), (52, 0.994), (53, 0.7255), (54, 0.8593), (55, 0.8734999999999999), (56, 0.787), (57, 0.9553), (58, 0.888), (59, 1.0)]",0.888394737,0.642,8,0.421052632,3,5,8,19
73,Deterministic ,10000,normal,0.5,0.1,16,8,81.62341404,60,2,4,0.98,0,0,0,35.9168,2.2486,0.9938,0.5335,197,"[(30, 0.5005), (31, 0.6569), (32, 0.6615), (33, 0.7946), (34, 0.9996), (35, 1.0), (36, 0.7338), (37, 0.9934), (38, 0.9993), (39, 0.8891), (43, 0.8617), (44, 0.7474000000000001), (45, 0.6567000000000001), (46, 0.4748), (47, 0.5273), (48, 0.9313), (49, 0.6187), (50, 0.4464), (51, 0.744), (52, 0.7823), (53, 0.9764), (54, 0.5605), (55, 0.7611), (56, 0.6828000000000001), (57, 0.9751), (58, 0.7207), (59, 0.9777)]",0.765688889,0.4464,16,0.259259259,3,4,7,27
74,EVT,10000,shifted-gamma,0.25,0.1,14,8,101.6392021,59,2,4,1.64,0,0.25,0.1,0.9065,0.0158,0.439,0.013,60,"[(30, 0.9782), (31, 0.9389), (32, 0.958), (33, 0.9593), (34, 0.9682), (35, 1.0), (36, 0.9527), (43, 0.957), (44, 0.9738), (45, 0.9639), (46, 1.0), (47, 0.9972), (48, 0.9682), (49, 0.9635), (50, 0.9683), (52, 0.9859), (53, 0.9996), (54, 0.9691), (55, 0.9595), (56, 0.9666), (57, 0.9825), (58, 0.937), (59, 0.9746)]",0.970521739,0.937,13,0.913043478,12,9,21,23
75,EVT,10000,normal,0.25,0.1,12,8,55.17605209,59,2,4,2.05,0,0.25,0.1,0.0801,0.0018,0.1078,0.0022,40,"[(30, 0.9998), (31, 0.9874), (34, 0.9848), (35, 1.0), (36, 0.9825), (43, 0.9891), (44, 0.9919), (47, 0.9983), (48, 0.9991), (49, 0.9962), (50, 0.9884), (52, 0.9904), (53, 1.0), (54, 0.9941), (55, 0.9925), (56, 0.9829), (57, 1.0), (58, 0.9946), (59, 1.0)]",0.993263158,0.9825,11,1,11,8,19,19
76,Scenario,10000,shifted-gamma,0.25,0.1,8,8,220.849298,58,3,6,0.98,300,0,0,0.1229,0.1648,0.023,0.0231,26,"[(30, 0.9998), (31, 0.9874), (32, 0.9942), (33, 1.0), (34, 0.9998), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.9979), (50, 1.0), (52, 0.9961), (54, 0.9994), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.9984125,0.9874,6,1,6,10,16,16
77,Scenario,10000,shifted-gamma,0.5,0.1,14,8,3943.241861,52,2,4,0.98,500,0,0,0.0953,0.0186,0.0324,0.0037,18,"[(34, 0.9967), (43, 0.9994), (46, 0.9968), (48, 1.0), (52, 1.0), (56, 0.9996), (57, 0.979), (58, 0.9953)]",0.99585,0.979,6,1,6,2,8,8
78,Scenario,10000,shifted-gamma,0.25,0.1,10,8,421.1268981,57,3,6,0.98,300,0,0,0.0657,0.1644,0.0098,0.023,20,"[(32, 0.9942), (33, 1.0), (34, 0.9998), (43, 1.0), (44, 1.0), (45, 1.0), (50, 1.0), (52, 0.9961), (54, 0.9994), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.999192308,0.9942,7,1,7,6,13,13
79,Scenario,10000,shifted-gamma,0.25,0.1,14,8,607.700907,58,1,3,0.98,100,0,0,0.5075,0.2385,0.0844,0.046,50,"[(30, 0.9885), (31, 0.9937), (34, 0.9939), (35, 0.9992), (36, 1.0), (43, 1.0), (44, 0.9866), (46, 0.9947), (47, 0.9827), (48, 1.0), (49, 0.9995), (50, 0.9927), (52, 1.0), (53, 0.9796), (54, 0.999), (56, 0.998), (57, 1.0), (58, 0.9987), (59, 1.0)]",0.995094737,0.9796,12,1,12,7,19,19
80,Scenario,10000,normal,0.1,0.1,14,8,561.2274289,59,1,3,0.95,100,0,0,0.1636,0.3491,0.0649,0.068,12,"[(30, 1.0), (31, 0.9998), (32, 1.0), (33, 1.0), (34, 0.9974), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (45, 0.9995), (46, 0.998), (47, 1.0), (48, 1.0), (49, 0.977), (50, 0.9819), (52, 0.9999), (53, 1.0), (54, 0.9803), (55, 0.9989), (56, 0.9983), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.996995652,0.977,13,1,13,10,23,23
81,Deterministic ,10000,normal,0.5,0.1,10,8,4.975944042,59,3,6,0.98,0,0,0,17.9172,0.797,0.9037,0.161,165,"[(30, 0.5748), (31, 0.7384), (32, 0.8009999999999999), (33, 0.9329), (34, 1.0), (35, 1.0), (36, 0.869), (43, 0.9328), (44, 0.8806), (45, 0.9987), (49, 0.6126), (50, 0.8916), (52, 0.6891), (53, 0.6315999999999999), (54, 0.7651), (55, 0.8214), (56, 1.0), (57, 0.9925), (58, 0.669), (59, 0.9151)]",0.83581,0.5748,9,0.25,2,3,5,20
82,EVT,10000,shifted-gamma,0.5,0.1,16,8,378.1812241,57,1,3,1.64,0,0.5,0.1,2.6566,0.3285,0.5069,0.086,95,"[(30, 0.9445), (31, 0.9436), (32, 0.9436), (33, 0.9403), (34, 0.9642), (35, 0.9389), (36, 0.942), (43, 0.957), (45, 0.9615), (46, 0.9452), (47, 0.999), (48, 1.0), (49, 0.9411), (50, 0.946), (52, 0.9998), (53, 1.0), (54, 0.9868), (56, 0.9399), (57, 0.9605), (58, 0.9956), (59, 0.9908)]",0.96382381,0.9389,13,0.619047619,11,2,13,21
83,EVT,10000,normal,0.25,0.1,8,8,13.20080686,60,2,4,1.64,0,0.25,0.1,0.2419,0.0015,0.245,0.0026,35,"[(30, 0.9854), (31, 0.9627), (32, 0.9776), (33, 0.9786), (34, 0.9721), (35, 1.0), (36, 0.9908), (43, 0.9786), (44, 0.9919), (45, 0.9711), (49, 0.9999), (50, 0.9825), (52, 0.9929), (53, 1.0), (54, 0.9823), (55, 0.9768), (56, 0.9658), (57, 1.0), (58, 0.9828), (59, 0.9888)]",0.98403,0.9627,8,1,8,12,20,20
84,Deterministic ,10000,shifted-gamma,0.1,0.1,18,8,146.543057,60,3,6,0.98,0,0,0,0.3437,0.0005,0.2895,0.0008,25,"[(30, 0.9623), (31, 0.9937), (32, 0.9804), (33, 0.998), (34, 1.0), (35, 1.0), (36, 0.9716), (37, 1.0), (38, 1.0), (39, 0.9918), (42, 0.9227), (43, 1.0), (44, 0.9992), (45, 0.9794), (46, 0.991), (47, 0.9923), (48, 0.9839), (49, 0.9718), (50, 0.9789), (51, 0.9999), (52, 0.9689), (53, 1.0), (54, 0.971), (55, 0.9869), (56, 0.9547), (57, 0.999), (58, 0.982), (59, 1.0)]",0.984978571,0.9227,18,0.75,13,8,21,28
85,Scenario,10000,normal,0.1,0.1,12,8,348.971437,59,1,3,0.98,100,0,0,0.1489,0.0909,0.0423,0.018,15,"[(30, 0.9873), (31, 0.9891), (34, 0.9974), (35, 0.9999), (36, 1.0), (43, 1.0), (44, 1.0), (47, 0.9999), (48, 1.0), (49, 1.0), (50, 0.9971), (52, 1.0), (53, 1.0), (54, 1.0), (55, 0.9828), (56, 0.9995), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.997521053,0.9828,11,1,11,8,19,19
86,EVT,10000,normal,0.1,0.1,8,8,4.70184207,60,2,4,1.64,0,0.1,0.1,0.1137,0.0065,0.2403,0.0075,22,"[(30, 0.9714), (31, 0.9848), (34, 0.9933), (35, 1.0), (36, 0.9708), (43, 0.9818), (44, 1.0), (47, 0.9774), (48, 1.0), (49, 0.9706), (50, 0.9978), (52, 0.9986), (53, 0.9434), (54, 0.9664), (55, 1.0), (56, 0.977), (57, 0.9819), (58, 0.9545), (59, 1.0)]",0.982615789,0.9434,8,0.947368421,7,11,18,19
87,Scenario,10000,normal,0.5,0.1,8,8,73.31594396,57,2,4,0.98,100,0,0,0.4443,0.1069,0.0595,0.021,45,"[(34, 0.9999), (43, 1.0), (44, 0.9621), (50, 0.9961), (52, 1.0), (54, 0.9972), (56, 0.9997), (57, 1.0), (58, 0.9829)]",0.9931,0.9621,5,0.888888889,5,3,8,9
88,Scenario,10000,normal,0.25,0.1,10,8,324.5342128,58,1,3,0.95,300,0,0,0.3366,0.0205,0.0648,0.0053,20,"[(34, 0.9997), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 1.0), (50, 1.0), (52, 0.999), (53, 1.0), (54, 0.9793), (56, 0.9926), (57, 1.0), (58, 0.9812), (59, 1.0)]",0.994661538,0.9788,8,1,8,5,13,13
89,Scenario,10000,normal,0.5,0.1,8,8,16.08184385,59,1,3,0.98,10,0,0,14.0765,1.0539,0.8235,0.1523,140,"[(30, 0.6372), (31, 0.9945), (34, 0.9897), (43, 0.7661), (44, 0.8361000000000001), (49, 0.7525999999999999), (50, 0.8291999999999999), (52, 0.9379), (54, 0.7379), (55, 0.6218), (56, 0.9598), (57, 0.9968), (58, 0.9392), (59, 0.9994)]",0.857014286,0.6218,7,0.285714286,2,2,4,14
90,EVT,10000,normal,0.25,0.1,14,8,183.3889399,59,1,3,1.64,0,0.25,0.1,0.3024,0.0231,0.2916,0.0265,50,"[(30, 0.9872), (31, 0.9695), (34, 0.9848), (35, 1.0), (36, 0.9476), (43, 0.9786), (44, 0.9919), (46, 1.0), (47, 0.9759), (48, 0.9986), (49, 0.9954), (50, 0.953), (52, 0.9999), (53, 0.9875), (54, 0.9527), (55, 0.9698), (56, 0.9826), (57, 0.9786), (58, 0.9671), (59, 1.0)]",0.981035,0.9476,13,1,13,7,20,20
91,EVT,10000,shifted-gamma,0.1,0.1,14,8,78.03370714,59,3,6,2.05,0,0.1,0.1,0.1176,0,0.1251,0.0003,25,"[(30, 0.965), (31, 0.9937), (34, 1.0), (35, 1.0), (36, 0.9716), (43, 0.9985), (44, 0.9999), (46, 0.9698), (47, 1.0), (49, 0.9957), (50, 0.9934), (51, 0.9996), (52, 1.0), (53, 0.9838), (54, 0.9998), (55, 0.9869), (56, 0.9737), (57, 1.0), (58, 1.0), (59, 0.9931)]",0.991225,0.965,13,0.8,11,5,16,20
92,Scenario,10000,normal,0.1,0.1,18,8,3416.857805,59,2,4,0.98,100,0,0,0.3375,0.2413,0.075,0.0438,30,"[(30, 1.0), (31, 1.0), (32, 0.962), (33, 1.0), (34, 0.9999), (35, 1.0), (36, 1.0), (42, 0.9943), (43, 1.0), (44, 0.9988), (45, 1.0), (46, 0.9952), (47, 0.9976), (48, 0.9999), (49, 0.9992), (50, 0.9915), (52, 1.0), (53, 1.0), (54, 1.0), (55, 1.0), (56, 0.9957), (57, 0.9834), (58, 0.9999), (59, 1.0)]",0.996558333,0.962,17,0.958333333,17,6,23,24
93,EVT,10000,normal,0.25,0.1,12,8,68.83843899,58,1,3,2.05,0,0.25,0.1,0.0539,0.0035,0.0985,0.0093,25,"[(30, 0.9855), (31, 0.9944), (34, 1.0), (35, 1.0), (36, 0.9964), (43, 0.9991), (44, 0.9919), (47, 0.9808), (48, 0.9986), (49, 0.9954), (50, 0.9865), (52, 0.9785), (53, 0.998), (54, 1.0), (56, 0.9971), (57, 0.9999), (58, 0.9999), (59, 0.9888)]",0.993933333,0.9785,10,1,10,8,18,18
94,Deterministic ,10000,shifted-gamma,0.1,0.1,18,8,146.0922151,60,3,6,0.95,0,0,0,0.3437,0.0005,0.2895,0.0008,25,"[(30, 0.9623), (31, 0.9937), (32, 0.9804), (33, 0.998), (34, 1.0), (35, 1.0), (36, 0.9716), (37, 1.0), (38, 1.0), (39, 0.9918), (42, 0.9227), (43, 1.0), (44, 0.9992), (45, 0.9794), (46, 0.991), (47, 0.9923), (48, 0.9839), (49, 0.9718), (50, 0.9789), (51, 0.9999), (52, 0.9689), (53, 1.0), (54, 0.971), (55, 0.9869), (56, 0.9547), (57, 0.999), (58, 0.982), (59, 1.0)]",0.984978571,0.9227,18,0.964285714,17,10,27,28
95,EVT,10000,normal,0.1,0.1,16,8,137.3081162,60,2,4,1.64,0,0.1,0.1,0.0939,0.0069,0.2106,0.0111,30,"[(30, 0.9779), (31, 0.963), (32, 0.9835), (33, 0.9782), (34, 0.9832), (35, 1.0), (36, 0.9851), (37, 0.9777), (38, 1.0), (39, 0.9945), (43, 1.0), (44, 0.998), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9859), (49, 0.9737), (50, 0.9884), (51, 0.9999), (52, 0.9998), (53, 1.0), (54, 0.9829), (55, 0.9932), (56, 0.9782), (57, 0.9865), (58, 0.999), (59, 1.0)]",0.989948148,0.963,16,1,16,11,27,27
96,Scenario,10000,normal,0.25,0.1,10,8,693.5910602,56,3,6,0.98,500,0,0,0.0361,0.0405,0.0111,0.0079,10,"[(30, 1.0), (31, 0.9998), (32, 1.0), (33, 1.0), (34, 1.0), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.9999), (50, 0.9932), (52, 0.996), (54, 1.0), (56, 1.0), (57, 1.0), (58, 1.0)]",0.99926,0.9932,6,1,6,9,15,15
97,EVT,10000,normal,0.1,0.1,10,8,6.566629171,59,2,4,1.64,0,0.1,0.1,0.1083,0,0.1874,0.0001,20,"[(30, 1.0), (31, 0.9848), (32, 0.9739), (33, 0.9975), (34, 0.9851), (35, 1.0), (36, 0.9881), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.952), (50, 0.9978), (52, 0.9926), (53, 1.0), (54, 0.9664), (55, 0.9932), (56, 0.9732), (57, 1.0), (58, 0.9939), (59, 0.9786)]",0.988855,0.952,9,1,9,11,20,20
98,Deterministic ,10000,normal,0.5,0.1,18,8,126.1185291,60,3,6,0.95,0,0,0,22.5959,1.7819,0.9574,0.2338,205,"[(30, 0.5769), (31, 0.7384), (32, 0.7888999999999999), (33, 0.9129), (34, 1.0), (35, 1.0), (36, 0.6482), (37, 0.999), (38, 0.9998), (39, 0.9664), (42, 0.839), (43, 0.9453), (44, 0.84), (45, 0.777), (46, 0.8932), (47, 0.9722), (48, 0.6521), (49, 0.9224), (50, 0.7361), (51, 0.8864), (52, 0.7693), (53, 0.9981), (54, 0.8383), (55, 0.7593), (56, 0.7129), (57, 0.9782), (58, 0.8443), (59, 0.9992)]",0.856921429,0.5769,18,0.357142857,5,5,10,28
99,Scenario,10000,shifted-gamma,0.25,0.1,10,8,111.275671,58,1,3,0.98,50,0,0,0.3666,0.0045,0.0535,0.0008,60,"[(34, 0.9998), (35, 0.9994), (36, 0.9901), (43, 1.0), (44, 0.9866), (50, 1.0), (52, 0.9911), (53, 1.0), (54, 0.9858), (56, 0.9998), (57, 0.99), (58, 0.9978), (59, 1.0)]",0.995415385,0.9858,8,1,8,5,13,13
100,Scenario,10000,normal,0.1,0.1,14,8,91.99058294,59,1,3,0.98,10,0,0,4.1446,0.07,0.5132,0.0161,55,"[(30, 1.0), (31, 0.9977), (32, 0.871), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 0.9911), (43, 0.8927), (44, 0.9989), (45, 0.9953), (46, 0.9848), (47, 0.8953), (48, 0.9124), (49, 0.9828), (50, 0.9985), (52, 0.7992), (53, 0.9934), (54, 0.9527), (55, 0.9529), (56, 0.9925), (57, 1.0), (58, 0.9499), (59, 0.9811)]",0.96206087,0.7992,13,0.652173913,7,8,15,23
101,Scenario,10000,normal,0.5,0.1,18,8,622.001282,58,1,3,0.98,10,0,0,17.672,1.8368,0.8657,0.2601,140,"[(30, 0.6372), (31, 0.9945), (34, 0.9994), (35, 1.0), (36, 0.9709), (42, 0.8067), (43, 0.7631), (45, 0.997), (46, 0.9289000000000001), (47, 0.773), (48, 0.9667), (49, 0.7525999999999999), (50, 0.7181), (52, 0.9991), (53, 0.8386), (54, 0.6899), (55, 0.9322), (56, 0.9358), (57, 0.9968), (58, 0.8883), (59, 0.8306)]",0.877114286,0.6372,16,0.285714286,3,3,6,21
